,fldr,sx,sy
8293,28081,-27333,356
8294,28082,-27189,357
8295,28083,-27045,357
8296,28084,-26901,356
8297,28085,-26757,355
8298,28086,-26614,357
8299,28087,-26470,359
8300,28088,-26326,359
8301,28089,-26183,359
8302,28090,-26039,359
8303,28091,-25895,359
8304,28092,-25751,359
8305,28093,-25608,357
8306,28094,-25464,357
8307,28095,-25320,356
8308,28096,-25176,357
8309,28097,-25032,357
8310,28098,-24889,358
8311,28099,-24745,357
8312,28100,-24601,358
8313,28101,-24458,358
8314,28102,-24314,358
8315,28103,-24170,359
8316,28104,-24026,358
8317,28105,-23882,357
8318,28106,-23739,358
8319,28107,-23595,357
8320,28108,-23451,357
8321,28109,-23307,359
8322,28110,-23163,359
8323,28111,-23020,361
8324,28112,-22876,362
8325,28113,-22732,363
8326,28114,-22588,361
8327,28115,-22444,358
8328,28116,-22300,357
8329,28117,-22156,357
8330,28118,-22012,359
8331,28119,-21869,359
8332,28120,-21725,361
8333,28121,-21582,361
8334,28122,-21438,360
8335,28123,-21294,359
8336,28124,-21151,359
8337,28125,-21007,360
8338,28126,-20863,365
8339,28127,-20719,365
8340,28128,-20575,364
8341,28129,-20432,362
8342,28130,-20287,360
8343,28131,-20144,359
8344,28132,-20000,360
8345,28133,-19855,359
8346,28134,-19712,358
8347,28135,-19568,359
8348,28136,-19424,359
8349,28137,-19280,358
8350,28138,-19136,359
8351,28139,-18992,359
8352,28140,-18848,358
8353,28141,-18705,358
8354,28142,-18561,361
8355,28143,-18417,361
8356,28144,-18273,361
8357,28145,-18129,360
8358,28146,-17985,359
8359,28147,-17842,360
8360,28148,-17698,360
8361,28149,-17554,358
8362,28150,-17410,358
8363,28151,-17266,358
8364,28152,-17123,358
8365,28153,-16979,358
8366,28154,-16835,356
8367,28155,-16691,357
8368,28156,-16547,357
8369,28157,-16404,358
8370,28158,-16260,357
8371,28159,-16116,357
8372,28160,-15972,358
8373,28161,-15829,358
8374,28162,-15685,360
8375,28163,-15541,360
8376,28164,-15397,358
8377,28165,-15254,357
8378,28166,-15110,356
8379,28167,-14966,355
8380,28168,-14822,355
8381,28169,-14678,356
8382,28170,-14535,355
8383,28171,-14391,355
8384,28172,-14247,356
8385,28173,-14103,356
8386,28174,-13959,354
8387,28175,-13816,355
8388,28176,-13672,357
8389,28177,-13528,358
8390,28178,-13384,359
8391,28179,-13240,357
8392,28180,-13096,356
8393,28181,-12953,354
8394,28182,-12809,354
8395,28183,-12665,354
8396,28184,-12521,353
8397,28185,-12378,354
8398,28186,-12234,355
8399,28187,-12091,358
8400,28188,-11946,359
8401,28189,-11803,357
8402,28190,-11659,357
8403,28191,-11515,356
8404,28192,-11371,354
8405,28193,-11227,355
8406,28194,-11084,357
8407,28195,-10940,358
8408,28196,-10797,356
8409,28197,-10653,355
8410,28198,-10509,355
8411,28199,-10365,355
8412,28200,-10221,355
8413,28201,-10077,354
8414,28202,-9934,355
8415,28203,-9790,356
8416,28204,-9646,357
8417,28205,-9502,358
8418,28206,-9358,359
8419,28207,-9215,359
8420,28208,-9071,361
8421,28209,-8927,364
8422,28210,-8783,367
8423,28211,-8640,367
8424,28212,-8496,365
8425,28213,-8352,365
8426,28214,-8208,364
8427,28215,-8064,364
8428,28216,-7921,365
8429,28217,-7777,365
8430,28218,-7633,366
8431,28219,-7489,365
8432,28220,-7346,364
8433,28221,-7202,362
8434,28222,-7058,361
8435,28223,-6913,364
8436,28224,-6768,380
8437,28225,-6624,402
8438,28226,-6480,424
8439,28227,-6336,448
8440,28228,-6192,473
8441,28229,-6048,498
8442,28230,-5904,522
8443,28231,-5760,547
8444,28232,-5616,574
8445,28233,-5473,600
8446,28234,-5329,624
8447,28235,-5185,649
8448,28236,-5041,675
8449,28237,-4897,699
8450,28238,-4754,723
8451,28239,-4611,745
8452,28240,-4469,755
8453,28241,-4326,756
8454,28242,-4182,755
8455,28243,-4038,755
8456,28244,-3894,755
8457,28245,-3749,754
8458,28246,-3605,759
8459,28350,-3155,879
8460,28351,-2994,988
8461,28352,-2855,1125
8462,28353,-2739,1282
8463,28354,-2632,1448
8464,28355,-2522,1614
8465,28356,-2407,1779
8466,28357,-2306,1951
8467,28358,-2240,2138
8468,28359,-2216,2335
8469,28360,-2216,2533
8470,28361,-2217,2732
8471,28362,-2215,2930
8472,28363,-2214,3125
8473,28364,-2189,3303
8474,28365,-2134,3458
8475,28366,-2063,3578
8476,28367,-1974,3687
8477,28368,-1868,3784
8478,29004,-1609,3940
8479,29005,-1471,3988
8480,29006,-1331,4018
8481,29007,-1188,4025
8482,29008,-1044,4017
8483,29009,-900,4011
8484,29010,-756,4004
8485,29011,-613,4000
8486,29012,-469,3996
8487,29013,-325,3994
8488,29014,-181,3991
8489,29015,-37,3988
8490,29016,106,3989
8491,29017,250,3994
8492,29018,393,3999
8493,29019,537,4004
8494,29020,681,4010
8495,29021,824,4018
8496,29022,968,4024
8497,29023,1112,4026
8498,29024,1256,4026
8499,29025,1400,4025
8500,29026,1544,4024
8501,29027,1688,4023
8502,29028,1831,4021
8503,29029,1975,4020
8504,29030,2119,4019
8505,29031,2264,4016
8506,29032,2410,4001
8507,29101,2731,3876
8508,29102,2818,3801
8509,29103,2885,3707
8510,29104,2920,3596
8511,29105,2924,3476
8512,29106,2912,3356
8513,29107,2886,3238
8514,29108,2843,3125
8515,29109,2784,3020
8516,29110,2705,2929
8517,29111,2604,2836
8518,29112,2487,2726
8519,29113,2364,2609
8520,29114,2239,2487
8521,29115,2114,2363
8522,29116,1989,2241
8523,29117,1878,2107
8524,29118,1792,1955
8525,29119,1733,1788
8526,29120,1706,1613
8527,29121,1710,1436
8528,29122,1739,1260
8529,29123,1775,1085
8530,29124,1809,910
8531,29125,1843,735
8532,29126,1877,560
8533,29127,1908,383
8534,29128,1942,208
8535,29129,1972,30
8536,29130,1982,-150
8537,29131,1958,-329
8538,29132,1906,-501
8539,29133,1847,-670
8540,29134,1790,-841
8541,29135,1735,-1010
8542,29136,1681,-1180
8543,29137,1628,-1350
8544,29138,1568,-1518
8545,29139,1488,-1667
8546,29140,1390,-1795
8547,29708,1018,-2048
8548,29709,876,-2092
8549,29710,735,-2112
8550,29711,591,-2114
8551,29712,447,-2109
8552,29713,304,-2107
8553,29714,160,-2105
8554,29715,17,-2104
8555,29716,-126,-2102
8556,29717,-270,-2101
8557,29718,-414,-2096
8558,29719,-558,-2097
8559,29720,-701,-2100
8560,29721,-844,-2102
8561,29722,-988,-2103
8562,29723,-1132,-2103
8563,29724,-1275,-2104
8564,29725,-1421,-2098
8565,29726,-1569,-2072
8566,29727,-1717,-2021
8567,29728,-1862,-1958
8568,29729,-2005,-1894
8569,29730,-2148,-1830
8570,29731,-2291,-1770
8571,29732,-2435,-1711
8572,29733,-2579,-1651
8573,29734,-2723,-1589
8574,29735,-2866,-1527
8575,29736,-3007,-1467
8576,29737,-3146,-1416
8577,29738,-3287,-1386
8578,29739,-3430,-1375
8579,29740,-3574,-1376
8580,29741,-3719,-1378
8581,29742,-3864,-1396
8582,29743,-4008,-1425
8583,29744,-4151,-1455
8584,29745,-4294,-1482
8585,29746,-4438,-1505
8586,29747,-4582,-1526
8587,29748,-4726,-1545
8588,29749,-4870,-1566
8589,29750,-5014,-1590
8590,29751,-5158,-1616
8591,29752,-5302,-1640
8592,29753,-5445,-1663
8593,29754,-5589,-1685
8594,29755,-5733,-1708
8595,29756,-5876,-1731
8596,29757,-6020,-1747
8597,29758,-6164,-1754
8598,29759,-6308,-1753
8599,29760,-6454,-1761
8600,29761,-6600,-1797
8601,29762,-6745,-1844
8602,29763,-6888,-1892
8603,29764,-7032,-1940
8604,29765,-7174,-1983
8605,29766,-7318,-2020
8606,29767,-7461,-2054
8607,29768,-7603,-2083
8608,29769,-7746,-2094
8609,29770,-7890,-2093
8610,29771,-8034,-2100
8611,29772,-8178,-2104
8612,29773,-8322,-2104
8613,29774,-8465,-2103
8614,29775,-8609,-2102
8615,29776,-8753,-2100
8616,29777,-8897,-2101
8617,29778,-9040,-2100
8618,29779,-9184,-2101
8619,29780,-9328,-2099
8620,29781,-9472,-2099
8621,29782,-9615,-2099
8622,29783,-9759,-2099
8623,29784,-9903,-2098
8624,29785,-10047,-2098
8625,29786,-10191,-2099
8626,29787,-10335,-2097
8627,29788,-10478,-2096
8628,29789,-10622,-2097
8629,29790,-10766,-2098
8630,29791,-10910,-2097
8631,29792,-11054,-2096
8632,29793,-11197,-2098
8633,29794,-11341,-2098
8634,29795,-11485,-2098
8635,29796,-11629,-2098
8636,29797,-11773,-2098
8637,29798,-11916,-2098
8638,29799,-12060,-2098
8639,29800,-12204,-2098
8640,29801,-12348,-2099
8641,29802,-12491,-2100
8642,29803,-12635,-2102
8643,29804,-12779,-2100
8644,29805,-12923,-2099
8645,29806,-13066,-2101
8646,29807,-13210,-2099
8647,29808,-13354,-2099
8648,29809,-13497,-2097
8649,29810,-13641,-2097
8650,29811,-13785,-2098
8651,29812,-13929,-2097
8652,29813,-14073,-2098
8653,29814,-14217,-2099
8654,29815,-14360,-2098
8655,29816,-14504,-2098
8656,29817,-14648,-2099
8657,29818,-14792,-2098
8658,29819,-14936,-2097
8659,29820,-15080,-2097
8660,29821,-15223,-2096
8661,29822,-15367,-2095
8662,29823,-15511,-2096
8663,29824,-15654,-2097
8664,29825,-15798,-2098
8665,29826,-15942,-2096
8666,29827,-16086,-2096
8667,29828,-16229,-2095
8668,29829,-16374,-2093
8669,29830,-16518,-2094
8670,29831,-16661,-2095
8671,29832,-16805,-2094
8672,29833,-16949,-2094
8673,29834,-17093,-2095
8674,29835,-17236,-2099
8675,29836,-17380,-2099
8676,29837,-17524,-2099
8677,29838,-17667,-2098
8678,29839,-17812,-2095
8679,29840,-17955,-2096
8680,29841,-18099,-2095
8681,29842,-18243,-2096
8682,29843,-18386,-2096
8683,29844,-18530,-2096
8684,29845,-18674,-2095
8685,29846,-18818,-2096
8686,29847,-18961,-2098
8687,29848,-19106,-2097
8688,29849,-19249,-2097
8689,29850,-19393,-2097
8690,29851,-19537,-2097
8691,29852,-19681,-2099
8692,29853,-19824,-2098
8693,29854,-19968,-2098
8694,29855,-20112,-2099
8695,29856,-20255,-2098
8696,29857,-20399,-2098
8697,29858,-20543,-2100
8698,29859,-20687,-2098
8699,29860,-20831,-2097
8700,29861,-20975,-2098
8701,29862,-21118,-2098
8702,29863,-21262,-2095
8703,29864,-21406,-2095
8704,29865,-21550,-2095
8705,29866,-21693,-2094
8706,29867,-21837,-2093
8707,29868,-21981,-2094
8708,29869,-22125,-2095
8709,29870,-22268,-2096
8710,29871,-22412,-2097
8711,29872,-22556,-2096
8712,29873,-22700,-2102
8713,29874,-22844,-2106
8714,29875,-22987,-2105
8715,29876,-23131,-2105
8716,29877,-23275,-2104
8717,29878,-23419,-2103
8718,29879,-23563,-2101
8719,29880,-23707,-2102
8720,29881,-23851,-2103
8721,29882,-23994,-2104
8722,29883,-24138,-2104
8723,29884,-24282,-2106
8724,29885,-24425,-2104
8725,29886,-24569,-2103
8726,29887,-24713,-2104
8727,29888,-24857,-2104
8728,29889,-25000,-2102
8729,29890,-25144,-2103
8730,29891,-25288,-2103
8731,29892,-25432,-2104
8732,29893,-25576,-2106
8733,29894,-25720,-2105
8734,29895,-25863,-2104
8735,29896,-26007,-2104
8736,29897,-26151,-2105
8737,29898,-26295,-2106
8738,29899,-26438,-2106
8739,29900,-26582,-2105
8740,29901,-26726,-2104
8741,29902,-26870,-2105
8742,29903,-27014,-2104
8743,29904,-27157,-2104
8744,29905,-27301,-2104
8745,29906,-27445,-2105
8746,29907,-27589,-2106
8747,29908,-27732,-2106
8748,29909,-27876,-2106
8749,29910,-28020,-2106
8750,29911,-28164,-2108
8751,29912,-28308,-2110
8752,29913,-28451,-2111
8753,29914,-28595,-2109
8754,29915,-28739,-2108
8755,29916,-28883,-2108
8756,29917,-29027,-2109
8757,29918,-29170,-2109
8758,29919,-29314,-2108
8759,29920,-29458,-2108
8760,29921,-29602,-2109
8761,29922,-29746,-2111
8762,29923,-29890,-2112
8763,29924,-30033,-2112
8764,29925,-30177,-2113
8765,29926,-30321,-2112
8766,29927,-30465,-2112
8767,29928,-30609,-2112
8768,29929,-30752,-2113
8769,29930,-30896,-2114
8770,29931,-31040,-2111
8771,29932,-31184,-2111
8772,29933,-31327,-2111
8773,29934,-31471,-2110
8774,29935,-31615,-2110
8775,29936,-31759,-2111
8776,29937,-31903,-2114
8777,29938,-32046,-2113
8778,29939,-32190,-2112
8779,29940,-32334,-2112
8780,29941,-32478,-2112
8781,29942,-32621,-2113
8782,29943,-32765,-2113
8783,29944,-32909,-2115
8784,29945,-33053,-2116
8785,29946,-33197,-2115
8786,29947,-33341,-2118
8787,29948,-33485,-2122
8788,29949,-33629,-2122
8789,29950,-33772,-2123
8790,29951,-33916,-2124
8791,29952,-34060,-2122
8792,29953,-34204,-2120
8793,29954,-34347,-2119
8794,29955,-34491,-2119
8795,29956,-34635,-2118
8796,29957,-34779,-2119
8797,29958,-34923,-2118
8798,29959,-35066,-2117
8799,29960,-35210,-2115
8800,29961,-35354,-2113
8801,29962,-35497,-2114
8802,29963,-35641,-2116
8803,29964,-35785,-2117
8804,29965,-35929,-2117
8805,29966,-36073,-2116
8806,29967,-36217,-2116
8807,29968,-36360,-2115
8808,29969,-36504,-2115
8809,29970,-36648,-2115
8810,29971,-36791,-2114
8811,29972,-36935,-2114
8812,29973,-37079,-2114
8813,29974,-37223,-2113
8814,29975,-37366,-2111
8815,29976,-37510,-2116
8816,29977,-37655,-2119
8817,29978,-37798,-2118
8818,29979,-37942,-2117
8819,29980,-38086,-2116
8820,29981,-38230,-2115
8821,29982,-38373,-2115
8822,29983,-38517,-2116
8823,29984,-38661,-2115
8824,29985,-38804,-2116
8825,29986,-38948,-2115
8826,29987,-39092,-2116
8827,29988,-39236,-2115
8828,29989,-39380,-2115
8829,29990,-39524,-2118
8830,29991,-39668,-2122
8831,29992,-39812,-2126
8832,29993,-39956,-2123
8833,29994,-40099,-2119
8834,29995,-40243,-2117
8835,29996,-40386,-2115
8836,29997,-40530,-2113
8837,29998,-40674,-2112
8838,29999,-40817,-2112
8839,30000,-40961,-2110
8840,30001,-41105,-2111
8841,30002,-41249,-2111
8842,30003,-41393,-2112
8843,30004,-41536,-2114
8844,30005,-41680,-2112
8845,30006,-41824,-2112
8846,30007,-41968,-2112
8847,30008,-42111,-2112
8848,30009,-42255,-2111
8849,30010,-42399,-2110
8850,30011,-42543,-2110
8851,30012,-42686,-2110
8852,30013,-42830,-2111
8853,30014,-42974,-2109
8854,30015,-43118,-2111
8855,30016,-43262,-2112
8856,30017,-43405,-2113
8857,30018,-43549,-2114
8858,30019,-43693,-2113
8859,30020,-43837,-2116
8860,30021,-43981,-2118
8861,30022,-44124,-2116
8862,30023,-44268,-2115
8863,30024,-44412,-2112
8864,30025,-44556,-2112
8865,30026,-44700,-2113
8866,30027,-44843,-2113
8867,30028,-44987,-2111
8868,30029,-45131,-2110
8869,30030,-45274,-2108
8870,30031,-45418,-2107
8871,30032,-45562,-2109
8872,30033,-45706,-2110
8873,30034,-45850,-2111
8874,30035,-45994,-2109
8875,30036,-46137,-2111
8876,30037,-46281,-2110
8877,30038,-46425,-2111
8878,30039,-46569,-2110
8879,30040,-46712,-2111
8880,30041,-46856,-2111
8881,30042,-47000,-2110
8882,30043,-47144,-2110
8883,30044,-47288,-2110
8884,30045,-47431,-2109
8885,30046,-47575,-2110
8886,30047,-47719,-2110
8887,30048,-47863,-2109
8888,30049,-48006,-2109
8889,30050,-48150,-2110
8890,30051,-48294,-2111
8891,30052,-48438,-2112
8892,30053,-48582,-2111
8893,30054,-48726,-2111
8894,30055,-48869,-2110
8895,30056,-49013,-2110
8896,30057,-49157,-2113
8897,30058,-49300,-2114
8898,30059,-49444,-2115
8899,30060,-49588,-2116
8900,30061,-49732,-2116
8901,30062,-49876,-2117
8902,30063,-50020,-2116
8903,30064,-50164,-2119
8904,30065,-50307,-2118
8905,30066,-50451,-2119
8906,30067,-50595,-2119
8907,30068,-50739,-2119
8908,30069,-50883,-2119
8909,30070,-51026,-2117
8910,30071,-51170,-2116
8911,30072,-51314,-2116
8912,30073,-51458,-2115
8913,30074,-51602,-2115
8914,30075,-51745,-2115
8915,30076,-51889,-2116
8916,30077,-52033,-2116
8917,30078,-52176,-2116
8918,30079,-52321,-2116
8919,30080,-52464,-2116
8920,30081,-52608,-2116
8921,30082,-52751,-2116
8922,30083,-52895,-2115
8923,30084,-53039,-2115
8924,30085,-53183,-2116
8925,30086,-53327,-2117
8926,30587,-54444,-2119
8927,30588,-54602,-2117
8928,30589,-54755,-2097
8929,30590,-54902,-2055
8930,30591,-55039,-1988
8931,30592,-55164,-1901
8932,30593,-55274,-1794
8933,30594,-55370,-1670
8934,30595,-55445,-1530
8935,30596,-55496,-1378
8936,30597,-55526,-1219
8937,30598,-55545,-1058
8938,30599,-55565,-897
8939,30600,-55586,-737
8940,30601,-55607,-577
8941,30602,-55631,-417
8942,30603,-55654,-257
8943,30604,-55680,-99
8944,30605,-55706,58
8945,30606,-55731,217
8946,30607,-55757,376
8947,30608,-55782,537
8948,30609,-55806,698
8949,30610,-55830,859
8950,30611,-55854,1018
8951,30612,-55878,1176
8952,30613,-55903,1335
8953,30614,-55928,1493
8954,30615,-55953,1651
8955,30616,-55977,1811
8956,30617,-56002,1970
8957,30618,-56026,2130
8958,30619,-56050,2289
8959,30620,-56075,2449
8960,30621,-56099,2608
8961,30622,-56124,2770
8962,30623,-56148,2931
8963,30624,-56173,3094
8964,30625,-56199,3256
8965,30626,-56223,3420
8966,30627,-56248,3584
8967,30628,-56271,3748
8968,30629,-56293,3912
8969,30630,-56319,4073
8970,30631,-56342,4235
8971,30632,-56366,4395
8972,30633,-56390,4557
8973,30634,-56418,4720
8974,30635,-56443,4884
8975,30636,-56466,5050
8976,30637,-56492,5216
8977,30638,-56517,5382
8978,30639,-56541,5551
8979,30640,-56568,5722
8980,30641,-56594,5894
8981,30642,-56620,6066
8982,30643,-56646,6238
8983,30644,-56671,6409
8984,30645,-56698,6580
8985,30646,-56724,6752
8986,30647,-56749,6923
8987,30648,-56776,7095
8988,30649,-56802,7268
8989,30650,-56814,7440
8990,30651,-56800,7608
8991,30652,-56758,7765
8992,30653,-56693,7914
8993,30654,-56603,8049
8994,30655,-56493,8163
8995,31152,-56047,8383
8996,31153,-55906,8407
8997,31154,-55762,8411
8998,31155,-55619,8403
8999,31156,-55476,8398
9000,31157,-55332,8395
9001,31158,-55188,8395
9002,31159,-55044,8395
9003,31160,-54901,8399
9004,31161,-54757,8402
9005,31162,-54613,8403
9006,31163,-54470,8403
9007,31164,-54326,8402
9008,31165,-54182,8402
9009,31166,-54039,8402
9010,31167,-53895,8402
9011,31168,-53751,8402
9012,31169,-53608,8401
9013,31170,-53464,8401
9014,31171,-53321,8401
9015,31172,-53177,8403
9016,31173,-53033,8405
9017,31174,-52889,8408
9018,31175,-52746,8408
9019,31176,-52602,8408
9020,31177,-52459,8409
9021,31178,-52315,8408
9022,31179,-52171,8407
9023,31180,-52027,8406
9024,31181,-51884,8406
9025,31182,-51740,8405
9026,31183,-51596,8405
9027,31184,-51453,8405
9028,31185,-51309,8405
9029,31186,-51165,8404
9030,31187,-51021,8404
9031,31188,-50878,8404
9032,31189,-50734,8405
9033,31190,-50590,8406
9034,31191,-50446,8408
9035,31192,-50303,8409
9036,31193,-50159,8410
9037,31194,-50015,8410
9038,31195,-49871,8410
9039,31196,-49727,8411
9040,31197,-49583,8412
9041,31198,-49440,8416
9042,31199,-49296,8420
9043,31200,-49153,8421
9044,31201,-49009,8422
9045,31202,-48865,8423
9046,31203,-48721,8425
9047,31204,-48577,8426
9048,31205,-48433,8427
9049,31206,-48290,8426
9050,31207,-48146,8428
9051,31208,-48002,8427
9052,31209,-47859,8425
9053,31210,-47715,8425
9054,31211,-47571,8425
9055,31212,-47427,8425
9056,31213,-47283,8423
9057,31214,-47140,8422
9058,31215,-46996,8421
9059,31216,-46852,8421
9060,31217,-46708,8422
9061,31218,-46564,8421
9062,31219,-46421,8419
9063,31220,-46277,8419
9064,31221,-46133,8418
9065,31222,-45989,8417
9066,31223,-45845,8416
9067,31224,-45701,8416
9068,31225,-45557,8418
9069,31226,-45414,8422
9070,31227,-45270,8423
9071,31228,-45126,8423
9072,31229,-44982,8424
9073,31230,-44839,8425
9074,31231,-44695,8426
9075,31232,-44551,8425
9076,31233,-44408,8425
9077,31234,-44264,8426
9078,31235,-44120,8425
9079,31236,-43976,8426
9080,31237,-43832,8426
9081,31238,-43688,8426
9082,31239,-43545,8426
9083,31240,-43401,8426
9084,31241,-43257,8426
9085,31242,-43113,8426
9086,31243,-42970,8425
9087,31244,-42826,8425
9088,31245,-42682,8426
9089,31246,-42538,8427
9090,31247,-42395,8427
9091,31248,-42251,8427
9092,31249,-42107,8426
9093,31250,-41963,8427
9094,31251,-41819,8426
9095,31252,-41675,8425
9096,31253,-41531,8424
9097,31254,-41387,8423
9098,31255,-41243,8424
9099,31256,-41100,8424
9100,31257,-40956,8423
9101,31258,-40812,8423
9102,31259,-40668,8423
9103,31260,-40524,8421
9104,31261,-40380,8421
9105,31262,-40237,8421
9106,31263,-40093,8420
9107,31264,-39949,8420
9108,31265,-39805,8419
9109,31266,-39661,8419
9110,31267,-39517,8418
9111,31268,-39373,8418
9112,31269,-39229,8417
9113,31270,-39085,8418
9114,31271,-38941,8417
9115,31272,-38797,8417
9116,31273,-38654,8417
9117,31274,-38510,8417
9118,31275,-38366,8417
9119,31276,-38222,8414
9120,31277,-38077,8418
9121,31278,-37934,8423
9122,31279,-37791,8426
9123,31280,-37647,8428
9124,31281,-37503,8440
9125,31282,-37360,8454
9126,31283,-37217,8460
9127,31284,-37074,8455
9128,31285,-36930,8445
9129,31286,-36786,8442
9130,31287,-36643,8441
9131,31288,-36499,8434
9132,31289,-36355,8428
9133,31290,-36211,8430
9134,31291,-36067,8437
9135,31292,-35924,8442
9136,31293,-35780,8445
9137,31294,-35636,8445
9138,31295,-35493,8446
9139,31296,-35349,8447
9140,31297,-35205,8447
9141,31298,-35061,8447
9142,31299,-34918,8446
9143,31300,-34774,8445
9144,31301,-34630,8445
9145,31302,-34486,8445
9146,31303,-34342,8446
9147,31304,-34198,8446
9148,31305,-34055,8446
9149,31306,-33910,8445
9150,31307,-33767,8444
9151,31308,-33623,8444
9152,31309,-33479,8444
9153,31310,-33335,8445
9154,31311,-33192,8446
9155,31312,-33048,8446
9156,31313,-32904,8445
9157,31314,-32760,8443
9158,31315,-32616,8442
9159,31316,-32472,8442
9160,31317,-32329,8444
9161,31318,-32185,8445
9162,31319,-32041,8447
9163,31320,-31898,8448
